Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary
Silver and Blue,coffeestainsandcashmere,24679558,12 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,702,1,5,101,6,1405,"
No Archive Warnings ApplyDraco Malfoy/Theodore NottDraco Malfoy Theodore NottFluff Soft Boys Soft Draco soft theodore Boys In Love a touch of angst Hogwarts Eighth Year theo wears reading glasses
","
It's day one of eighth year, and Draco returns to the Slytherin common room with a bruise on his cheek and silent hurt in his eyes. Theo's there to make him feel better. A short character study on the two of them, set before my upcoming longer story with end-game Draco/Theo/Hermione. ""Draco jumped as Theo knelt on the soft, dark green duvet. No, he didn’t jump. He flinched. The reaction was fleeting, quickly covered and brushed away. His lips moved - gods, he had beautiful lips - and Theo crawled a little closer. He sank down onto one hip and sat beside his best friend, bringing an ink-stained finger to that pale, cut-glass jawline. Draco’s silver eyes fluttered closed beneath his touch and he let loose a hoarse, shuddering breath. “Theo…”""
"
At The Ice Cream Parlor,ComeOnThrillMe,24679645,29 Jun 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"25,833",10,40,315,43,5014,"
No Archive Warnings ApplyDraco Malfoy/Harry PotterDraco Malfoy Harry Potter Teddy Lupin Scorpius Malfoy Astoria Greengrass Hermione Granger Ron WeasleyHarry Potter Epilogue What Epilogue | EWE Post-Battle of Hogwarts Homophobia Custody Battle Kid Fic
","
Excerpt: It had been seven years since the war and Harry was still adjusting. Everyone kept saying it would ‘take time’ and so he gave it time…but time apparently doesn’t heal all. He still had nightmares, he still grew nervous in crowds, and he still got recognized when he went out and public. Time didn’t change any of those things.The only thing that made anything better was Teddy. 
 
Harry runs into Draco at an ice cream shop and their children are adamant about a play-date. To Harry's surprise, Draco agrees.The two men must face changes after the war and about themselves.
"
Of Worries And Wrackspurts,KrysKrossZee,24679648,12 Jun 2020,Teen And Up Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"2,229",1,6,16,2,215,"
No Archive Warnings ApplyLuna Lovegood/Pansy ParkinsonPansy Parkinson Luna LovegoodArranged Marriage Pureblood Culture (Harry Potter) Pureblood Society (Harry Potter) Pureblood Politics (Harry Potter) Angst Fluff Fluff and Angst Fest fics are taking over my life Beaches Day At The Beach POV Third Person POV Female Character POV Pansy Parkinson
","
When a stranger turns up on Pansy's private beach, she's furious. Can she convince Loony Luna Lovegood to leave before her temper gets the better of her?
"
Harry Potter and his Wolf Twin,DarkShadow95Writes,24679789,10 Mar 2022,Mature,M/M,Major Character Death,Work in Progress,English,"9,250",5,2,17,3,453,"
Major Character DeathCedric Diggory/Original Male Character(s) Harry Potter/Ginny Weasley Hermione Granger/Ron WeasleyOriginal Male Character(s) Harry Potter Cedric Diggory Hermione Granger Ron Weasley Minerva McGonagall Albus Dumbledore Severus Snape Draco Malfoy Tom Riddle | Voldemort Ginny Weasley George Weasley Fred WeasleyHarry Potter Has a Twin Harry Potter Has a Sibling Ron Weasley Bashing Albus Dumbledore Bashing Eventual Romance
","
Harry Potter wasn't the only child born to Lilly and James Potter, but he was the special child. Harry was the one born as the seventh month drew to a close. Thomas on the other hand was only the twin of the boy who lived, he was nothing special after Harry defeated Voldemort. He was just a boy who was born as the eighth month opened. Dumbledore decides to split them up, what happens when Harry isn't the only different one, and the two are reunited at Hogwarts 10 years later?Somewhat canon compliantWarnings apply later
"
Why do I always get hand-me-downs?,SonOfAMuggle,24680545,12 Jun 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,196,1,0,5,0,110,"
No Archive Warnings ApplyBill Weasley Percy WeasleyBrothers Comfort
","
Bill is worried about leaving his family for the first time.
"
Welcome to Death Manor,MayLaNee,24680605,12 Jun 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,604",1,5,10,1,96,"
No Archive Warnings ApplyDraco Malfoy Narcissa Black Malfoy Lucius Malfoy Malfoy Family (Harry Potter)Post-War Haunted Houses Haunting Family Drama War Crimes Piano Misery Mother-Son Relationship Loss of Parent(s) Parent Death
","
A home without inhabitants is just a house.Decay sets in much quicker when there is no source of life to fuel it.The walls have ears.The ceilings have eyes.The floor remembers.
"
He likes me back?,Im_breaking_down,24680764,12 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,315,1,0,24,0,557,"
No Archive Warnings ApplyAlbus Dumbledore/Gellert GrindelwaldAlbus Dumbledore Gellert GrindelwaldFirst Kiss Young Albus Dumbledore Young Gellert Grindelwald
","
I Crawl on top of him wand at his throat and ask ""do you give up."" We lock eyes and I can't help but think about how pretty he is. I wish he cared about me the way I care about him but why would he. He uses my distraction an quickly flips us saying ""never.""__________Grindelwald is hot and Dumbledore is oblivious
"
To be of use,julestales,24680890,12 Jun 2020,Explicit,"F/M, M/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"10,960",2,17,70,10,2586,"
Creator Chose Not To Use Archive WarningsSirius Black/Fleur Delacour Sirius Black/Remus Lupin Fleur Delacour/Remus Lupin Sirius Black/Fleur Delacour/Remus LupinSirius Black Remus Lupin Fleur Delacour Nymphadora Tonks (mentioned) Severus SnapePadfoot and Moony friendship POV Sirius Black Threesome - F/M/M Snape is an arse Smut Shameless Smut Someone might be bisexual Number Twelve Grimmauld Place Remus is flawed Reflections on Remus Lupin character Veela Book 5: Harry Potter and the Order of the Phoenix Fleur Delacour knows what she wants Sirius wants to please and be pleased Sharing is wonderful
","
Sirius is not sure why she keeps coming back, but maybe satisfying sex and a common taste for dirty talk are sufficient reasons. After the meeting, when most people have left, she takes his hand and silently leads him into the cloakroom and Sirius doesn’t try to stop her.Sirius doesn’t plan to end up listening to her whisper dirty ideas into his ear as he gently eases two fingers into her wet core.He doesn’t plan to end up watching her moan his name as she comes, her hair buried into his father's’ old and mouldy cloak.He doesn’t plan for her to kiss his lips lightly, straighten her skirt and say “promise me you’ll theenk about it Seerius”  leaving him pleasantly horny for the rest of the night.So, as it turns out, Fleur has plans.
"
I’d Always Choose You,huffinglepuff,24681262,20 Jan 2021,Teen And Up Audiences,"M/M, F/M",Choose Not To Use Archive Warnings,Complete Work,English,"79,374",16,129,494,117,12660,"
Creator Chose Not To Use Archive WarningsDraco Malfoy/Harry Potter Hermione Granger/Ron Weasley Past Remus Lupin/Sirius BlackDraco Malfoy Harry Potter Hermione Granger Ron Weasley Albus Dumbledore Tom Riddle | Voldemort Voldemort (Harry Potter) Fenrir Greyback Bellatrix Black Lestrange Lucius Malfoy Narcissa Black Malfoy Bill Weasley Fleur Delacour Ginny Weasley Fred Weasley George Weasley Molly Weasley Arthur Weasley Charlie Weasley Remus Lupin Severus Snape Kingsley Shacklebolt Minerva McGonagallAngst Cliffhangers Heavy Angst Suicidal Thoughts Graphic Violence Death Eaters narcissa is good lucius is a horrible person full stop voldy is a bitch i hate Dumbledore and killed him at my earliest convenience Slow Burn Torture Harry is tortured its not fun Black Hermione Granger Not Canon Compliant - Harry Potter and the Deathly Hallows Not Canon Compliant - Harry Potter and the Half-Blood Prince Not Epilogue Compliant Harry Potter Epilogue What Epilogue | EWE Good Severus Snape bc i changed his backstory lmao Sharing a Bed Forced Proximity Bonding Magical Bond Hogwarts Seventh Year Swearing Complete
","
After the curse in Dumbledore’s hand reacted badly with the potion in the cave, Harry was captured by Voldemort and taken to Malfoy Manor. A retelling of the Deathly Hallows if the events at the end of the Half Blood Prince went a little differently.
"
Little One,Hiraaaa,24681355,12 Jun 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,841",1,6,372,43,3434,"
No Archive Warnings ApplyHarry Potter/Tom RiddleHarry Potter Tom Riddle Abraxas MalfoyRiddle at Hogwarts Era Wool's Orphanage (Harry Potter)
","
Tom had a companion with him at Wool's Orphanage, someone who kept him from getting cold. An unfortunate attack led to unfortunate events and Tom's only companion was gone. A vow of reunion was forged and mercy be on those who stop their paths from being merged.
"
Fantastic witchers and where to find them,paintingraves (kallistob),24681640,07 Nov 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"6,718",2,37,466,80,2861,"
Creator Chose Not To Use Archive WarningsGeralt z Rivii | Geralt of Rivia & Jaskier | DandelionGeralt z Rivii | Geralt of Rivia Newt Scamander Jaskier | Dandelion Gellert GrindelwaldCrossover Alternate Universe - Fusion Crack Crack Treated Seriously Timey-Wimey Portals Time and Space Travel Multiverse Other Additional Tags to Be Added Monsters
","
""Master Jaskier the Bard, also known as Julian Alfred Pankratz, Viscount de Lettenhove,"" Jaskier says with a flourish and a graceful bow. ""And this is my friend, the witcher Geralt of Rivia."" Geralt doesn't lower his sword. Newt has no idea what a witcher is. He's quite confused. ""Is this a Hollywood movie set?"" He ventures. -- Or: To prevent a repeat of New York, 1926, Grindelwald gets rid of Newt Scamander by yeeting him through a portal. Newt lands in a world that is... quite different from his own.
"
Harry Potter (Malfoy??),MissyPotter,24681745,22 Feb 2022,Teen And Up Audiences,Multi,No Archive Warnings Apply,Complete Work,English,"163,005",42,419,2247,658,114852,"
No Archive Warnings ApplyLucius Malfoy/Narcissa Black Malfoy Lucius Malfoy & Harry Potter Narcissa Black Malfoy & Harry Potter Draco Malfoy & Harry Potter Abraxas Malfoy & Harry Potter Death & Harry PotterHarry Potter Death (Harry Potter) Lucius Malfoy Abraxas Malfoy Draco Malfoy Narcissa Black Malfoy Weasley Family (Harry Potter)Time Travel kidnapping (past) Albus Dumbledore Bashing Molly Weasley Bashing Other Additional Tags to Be Added My First Fanfic Ron Weasley Bashing Ginny Weasley Bashing Good Malfoy Family (Harry Potter)
","
When Harry turned 18 he went to Gringotts to repay the Goblins for the dragon and learned much more, including the family he didn't know he had. Harry meets Death and travels back to redo most of his life and hopefully not be taken advantage of.
"
In the Blink of an Eye,sunlightdaydream,24682141,12 Jun 2020,Mature,F/M,Major Character Death,Complete Work,English,"2,697",1,13,62,4,1956,"
Major Character DeathHermione Granger/James PotterHermione Granger James Potter Severus Snape Lily Evans Potter Albus Dumbledore Sirius BlackFirst War with Voldemort Auror Hermione Granger Auror James Potter Order of the Phoenix (Harry Potter) Tragic Romance Flirting Death Character Death Friendship
","
War is no place to fall in love.
"
Sweetest Devotion,thereyoflight,24682168,12 Jun 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,063",1,8,761,112,10803,"
No Archive Warnings ApplyHermione Granger/Draco Malfoy dramione Draco Malfoy & Scorpius Malfoy Hermione Granger & Scorpius MalfoyDraco Malfoy Hermione Granger Scorpius MalfoyPost-Battle of Hogwarts Flashbacks Hogwarts Domestic Fluff Parenthood Tooth-Rotting Fluff Fluff Caring Draco Malfoy Kissing Marriage Childbirth Professor Draco Malfoy Ministry of Magic (Harry Potter) Ministry of Magic Employee Hermione Granger Ministry of Magic Employee Draco Malfoy Baby Scorpius Malfoy Inspired by Fanart Draco Malfoy In Love One Shot Dorks in Love Pregnancy
","
In the manor laboratory, Draco Malfoy holds Scorpius in his arms, and the two get a warm visit from Hermione Granger. Fluff ensues.
"
SnapeChat,OracleObscured,24682186,12 Jun 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"3,574",1,140,664,60,8471,"
No Archive Warnings ApplyHermione Granger/Severus SnapeHermione Granger Severus SnapePhone Sex Spanking Well ... Self-spanking actually Dialogue-Only Secret Identity Sort Of Light Dom/sub Masturbation imaginary pussy licking And shagging a little bit of feels and fluff
","
Story request: Snape works at a phone sex place and Hermione calls.
"
The True Champion,Kate_the_fandom_writer,24682210,10 Dec 2020,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"14,070",8,2,12,1,227,"
No Archive Warnings ApplyCedric Diggory/Original Female Character(s)Cedric Diggory Original Female Character(s) Amos Diggory Arthur Weasley Harry Potter Hermione Granger Ron Weasley Viktor Krum Fleur Delacour Cho Chang Minerva McGonagall Professor Sprout Hogwarts Staff Ludo Bagman Bartemius Crouch Sr. Severus Snape Albus Dumbledore Angelina Johnson Oliver Wood Alastor ""Mad-Eye"" MoodyHogwarts Hufflepuff Triwizard Tournament Quidditch World Cup Not Canon Compliant - Harry Potter and the Goblet of Fire Canon Divergence - Harry Potter and the Goblet of Fire Canon Rewrite POV Original Character Friends to Lovers Fluff and Angst Book 4: Harry Potter and the Goblet of Fire Yule Ball (Harry Potter) kept as close to canon as possible (ish) though to be fair the author took liberties because Cedric deserved better
","
Cedric Diggory and Ruthie Albright have been best friends since before they could remember. While spending the summer together before their sixth year at Hogwarts, they attend the final of the Quidditch World Cup, where their world gets shaken up with the appearance of the dark mark. Once at Hogwarts, their lives become more interesting yet again with the introduction of the Triwizard Tournament. Though at first Cedric is feeling down next to the boy who lived becoming the second champion, Ruthie is determined to help her best friend get through the Tournament. Side by side, they plan to fight dragons, breath underwater, get through mazes, and still find time for homework. As the tournament progresses, Ruthie is struggling to keep her best friend safe. Throughout this retelling of the forth book in the Harry Potter series, we see Cedric Diggory as he is: a strong, brave young man who deserved more than what he got.
"
